,Price,Year,Mileage,City,State,Vin,Make,Model,General Model,New Car Price
0,21747,2016,20038,Fort Myers, FL,19UDE2F77GA006421,Acura,ILXAutomatic,ILX,25900
1,13995,2014,67261,Nashville, TN,19VDE1F35EE009147,Acura,ILX5-Speed,ILX,25900
2,14999,2015,42989,Duluth, GA,19VDE1F37FE000614,Acura,ILX5-Speed,ILX,25900
3,19000,2015,23779,Verona, NJ,19VDE1F36FE008882,Acura,ILX5-Speed,ILX,25900
4,21997,2016,21206,Ramsey, NJ,19UDE2F36GA020212,Acura,ILXAutomatic,ILX,25900
5,14994,2014,22266,Seffner, FL,19VDE1F70EE006336,Acura,ILX5-Speed,ILX,25900
6,17999,2015,36309,Concord, CA,19VDE1F52FE003809,Acura,ILX5-Speed,ILX,25900
7,26492,2017,4853,Houston, TX,19UDE2F77HA001396,Acura,ILXPremium,ILX,25900
8,12999,2013,88110,Glen Burnie, MD,19VDE1F71DE005288,Acura,ILX5-Speed,ILX,25900
9,23000,2017,10,Chicago, IL,19UDE2F32HA013582,Acura,ILXAutomatic,ILX,25900
10,11700,2013,87748,Wilkes-Barre, PA,19VDE1F39DE016312,Acura,ILX5-Speed,ILX,25900
11,22004,2016,30125,Duluth, GA,19UDE2F87GA000174,Acura,ILXAutomatic,ILX,25900
12,13499,2014,35037,West Covina, CA,19VDE1F32EE013995,Acura,ILX5-Speed,ILX,25900
13,16750,2015,57483,Citrus Heights, CA,19VDE1F32FE003145,Acura,ILX5-Speed,ILX,25900
14,14533,2013,68738,Shelby, MI,19VDE1F5XDE008379,Acura,ILX5-Speed,ILX,25900
15,11890,2014,77898,Greatneck, NY,19VDE1F31EE014765,Acura,ILX5-Speed,ILX,25900
16,25998,2017,1666,San Juan, TX,19UDE2F38HA010900,Acura,ILXAutomatic,ILX,25900
17,15994,2015,54814,Raleigh, NC,19VDE1F3XFE000560,Acura,ILX5-Speed,ILX,25900
18,14995,2013,42678,Memphis, TN,19VDE1F51DE016158,Acura,ILX5-Speed,ILX,25900
19,16995,2015,49643,Philadelphia, PA,19VDE1F32FE002724,Acura,ILX5-Speed,ILX,25900
20,189000,2017,2535,Salt Lake City, UT,19UNC1B06HY000194,Acura,NSXCoupe,NSX,157500
21,169929,2017,1522,Hoffman Estates, IL,19UNC1B09HY000335,Acura,NSXCoupe,NSX,157500
22,179000,2017,76,Costa Mesa, CA,19UNC1B03HY000072,Acura,NSXCoupe,NSX,157500
23,169777,2017,377,Tempe, AZ,19UNC1B00HY000191,Acura,NSXCoupe,NSX,157500
24,179000,2017,1672,Chicago, IL,19UNC1B05HY000705,Acura,NSXCoupe,NSX,157500
25,162500,2017,119,Sarasota, FL,19UNC1B08HY000729,Acura,NSXCoupe,NSX,157500
26,188300,2017,547,Peoria, AZ,19UNC1B03HY000363,Acura,NSXCoupe,NSX,157500
27,165997,2017,532,Pelham, AL,19UNC1B06HY000793,Acura,NSXCoupe,NSX,157500
28,165399,2017,52,Tucson, AZ,19UNC1B02HY000435,Acura,NSXCoupe,NSX,157500
29,185995,2017,75,Tukwila, WA,19UNC1B05HY000557,Acura,NSXCoupe,NSX,157500
30,169998,2017,197,Wichita, KS,19UNC1B05HY000462,Acura,NSXCoupe,NSX,157500
31,194000,2017,2500,Littleton, CO,19UNC1B00HY000062,Acura,NSXCoupe,NSX,157500
32,178999,2017,611,Louisville, KY,19UNC1B03HY000489,Acura,NSXCoupe,NSX,157500
33,164837,2017,150,Woodside, NY,19UNC1B06HY000180,Acura,NSXCoupe,NSX,157500
34,165888,2017,374,Thousand Oaks, CA,19UNC1B08HY000259,Acura,NSXCoupe,NSX,157500
35,173998,2017,543,Palatine, IL,19UNC1B03HY000086,Acura,NSXCoupe,NSX,157500
36,89000,2002,53349,Springfield, NJ,JH4NA21662T000019,Acura,NSXManual,NSX,157500
37,179360,2017,10,Langhorne, PA,19UNC1B08HY000374,Acura,NSXCoupe,NSX,157500
38,175600,2017,26,Brentwood, TN,19UNC1B0XHY000716,Acura,NSXCoupe,NSX,157500
39,164995,2017,94,Virginia Beach, VA,19UNC1B00HY000224,Acura,NSXCoupe,NSX,157500
40,24999,2014,44971,Sanford, FL,JH4KC1F37EC004896,Acura,RLXBase,RLX,54900
41,26500,2014,29612,Lexington, KY,JH4KC1F59EC006134,Acura,RLXwith,RLX,54900
42,24859,2014,40096,Columbus, OH,JH4KC1F32EC002649,Acura,RLXwith,RLX,54900
43,28050,2014,28350,Lithia Springs, GA,JH4KC1F95EC006070,Acura,RLXwith,RLX,54900
44,34000,2015,18760,Tulsa, OK,JH4KC1F96FC001316,Acura,RLXAutomatic,RLX,54900
45,33491,2014,31325,Albuquerque, NM,JH4KC1F98EC004829,Acura,RLXwith,RLX,54900
46,20499,2014,31531,Santa Ana, CA,JH4KC1F58EC006772,Acura,RLXwith,RLX,54900
47,32995,2016,26106,Fort Worth, TX,JH4KC1F55GC000740,Acura,RLXwith,RLX,54900
48,25000,2014,36273,Duluth, GA,JH4KC1F39EC001093,Acura,RLXBase,RLX,54900
49,34990,2016,17860,Morrisville, NC,JH4KC1F56GC001282,Acura,RLXwith,RLX,54900
50,24500,2014,49438,Louisville, KY,JH4KC1F59EC006988,Acura,RLXwith,RLX,54900
51,29980,2014,26686,Philadelphia, PA,JH4KC1F52EC000708,Acura,RLXwith,RLX,54900
52,37897,2015,14616,Bellevue, WA,JH4KC1F9XFC000749,Acura,RLXAutomatic,RLX,54900
53,51998,2017,5870,Roswell, GA,JH4KC1F97HC000310,Acura,RLXwith,RLX,54900
54,27500,2014,23529,Owings Mills, MD,JH4KC1F36EC001990,Acura,RLXBase,RLX,54900
55,29900,2015,34726,Oklahoma City, OK,JH4KC1F59FC000321,Acura,RLXAutomatic,RLX,54900
56,33169,2016,10455,Chesterton, IN,JH4KC1F52GC001313,Acura,RLXwith,RLX,54900
57,28980,2014,21956,Burbank, IL,JH4KC1F57EC004074,Acura,RLXwith,RLX,54900
58,21495,2014,49910,Manassas, VA,JH4KC1F54EC001925,Acura,RLXwith,RLX,54900
59,21495,2014,71089,Los Angeles, CA,JH4KC1F9XEC003293,Acura,RLXwith,RLX,54900
60,32781,2016,30801,Oklahoma City, OK,19UUB3F75GA000664,Acura,TLXSH-AWD,TLX,33000
61,26995,2017,6805,Tempe, AZ,19UUB1F38HA004744,Acura,TLXFWD,TLX,33000
62,21494,2015,29218,North Miami, FL,19UUB1F37FA023847,Acura,TLXFWD,TLX,33000
63,24997,2015,37219,Reading, PA,19UUB2F54FA002283,Acura,TLXFWD,TLX,33000
64,33000,2017,5224,Tulsa, OK,19UUB1F52HA000660,Acura,TLXFWD,TLX,33000
65,17995,2015,48470,Bronx, NY,19UUB1F55FA015313,Acura,TLXFWD,TLX,33000
66,23990,2015,41753,South Easton, MA,19UUB2F71FA000749,Acura,TLXFWD,TLX,33000
67,30977,2015,12361,Hoffman Estates, IL,19UUB2F50FA022904,Acura,TLXFWD,TLX,33000
68,30994,2016,9459,Arlington, TX,19UUB2F34GA007015,Acura,TLXFWD,TLX,33000
69,28735,2016,10853,Chesapeake, VA,19UUB2F39GA008418,Acura,TLXFWD,TLX,33000
70,27998,2016,4305,Playa Vista, CA,19UUB2F59GA004726,Acura,TLXFWD,TLX,33000
71,28376,2017,4590,Chantilly, VA,19UUB1F51HA009902,Acura,TLXFWD,TLX,33000
72,27299,2015,13799,Santa Clara, CA,19UUB3F54FA004928,Acura,TLXSH-AWD,TLX,33000
73,26499,2015,32132,Austin, TX,19UUB2F79FA022787,Acura,TLXFWD,TLX,33000
74,33721,2016,8,Woodside, NY,19UUB3F7XGA000420,Acura,TLXSH-AWD,TLX,33000
75,29677,2016,1500,Colorado Springs, CO,19UUB1F32GA012157,Acura,TLXFWD,TLX,33000
76,30701,2016,20641,Pensacola, FL,19UUB2F71GA010604,Acura,TLXFWD,TLX,33000
77,23981,2015,50478,Egg Harbor Township, NJ,19UUB3F58FA005614,Acura,TLXSH-AWD,TLX,33000
78,27440,2016,3490,Reading, PA,19UUB2F34GA001599,Acura,TLXFWD,TLX,33000
79,30998,2016,12323,Fort Worth, TX,19UUB3F56GA003457,Acura,TLXSH-AWD,TLX,33000
80,56500,2015,207,Florence, KY,ZARBAAA42FM155623,Alfa,Romeo,Romeo,38295
81,63522,2016,7504,Merriam, KS,ZARBAAB4XGM182522,Alfa,Romeo,Romeo,38295
82,77420,2017,2213,Hurst, TX,ZARFAEAV3H7555290,Alfa,Romeo,Romeo,38295
83,74977,2017,1802,Evanston, IL,ZARFAEAV9H7523847,Alfa,Romeo,Romeo,38295
84,37992,2017,2990,Austin, TX,ZARFAEEN8H7533523,Alfa,Romeo,Romeo,38295
85,61443,2015,2175,Carrollton, TX,ZARBAAC40FM147033,Alfa,Romeo,Romeo,38295
86,42000,2017,2340,Houston, TX,ZARFAECN9H7543450,Alfa,Romeo,Romeo,38295
87,57950,2016,8783,Hurst, TX,ZARBAAB42GM181302,Alfa,Romeo,Romeo,38295
88,81000,2017,6458,McKinney, TX,ZARFAEAV9H7518504,Alfa,Romeo,Romeo,38295
89,39000,2017,10627,Grand Rapids, MI,ZARFAEENXH7534303,Alfa,Romeo,Romeo,38295
90,78987,2017,1213,Highlands Ranch, CO,ZARFAEAV2H7518277,Alfa,Romeo,Romeo,38295
91,42450,2017,6185,Carrollton, TX,ZARFAECN4H7534381,Alfa,Romeo,Romeo,38295
92,47835,2018,19,Seattle, WA,ZASFAKPN0J7B63378,Alfa,Romeo,Romeo,38295
93,34995,2017,2701,Morrow, GA,ZARFAEBNXH7538923,Alfa,Romeo,Romeo,38295
94,38500,2017,1790,McKinney, TX,ZARFAEBN5H7547822,Alfa,Romeo,Romeo,38295
95,38975,2017,8087,Florence, AL,ZARFAEBN7H7534926,Alfa,Romeo,Romeo,38295
96,38999,2017,34,Manteca, CA,ZARFAEBN7H7532867,Alfa,Romeo,Romeo,38295
97,55495,2016,5639,Sarasota, FL,ZARBAAB41GM177516,Alfa,Romeo,Romeo,38295
98,80950,2017,914,Carrollton, TX,ZARFAEAV5H7554903,Alfa,Romeo,Romeo,38295
99,59880,2017,3792,Santa Monica, CA,ZARBAAA43HM218408,Alfa,Romeo,Romeo,38295
100,20331,2015,46242,Anderson, SC,WAUACGFF6F1009186,Audi,A3Sedan,A3,32500
101,10000,2008,54471,Pasadena, CA,WAUNF78P78A140029,Audi,A34dr,A3,32500
102,9550,2010,123884,Portland, OR,WAUBFBFM4AA077573,Audi,A34dr,A3,32500
103,19899,2012,33598,Boise, ID,WAUMFAFM0CA156633,Audi,A34dr,A3,32500
104,24000,2015,36984,Broomfield, CO,WAUBFGFF7F1019026,Audi,A3Sedan,A3,32500
105,25881,2015,17498,Chicago, IL,WAUBFGFF9F1073850,Audi,A3Sedan,A3,32500
106,19999,2015,32319,San Rafael, CA,WAUACGFF0F1028137,Audi,A3Sedan,A3,32500
107,9500,2011,95261,Schenectady, NY,WAUBEAFM3BA006475,Audi,A34dr,A3,32500
108,25995,2015,30300,Colma, CA,WAUEFGFF4F1060873,Audi,A3Sedan,A3,32500
109,19587,2015,22231,Riverside, CA,WAUACGFF7F1012923,Audi,A3Sedan,A3,32500
110,24998,2015,25449,Roseville, CA,WAUBFGFF4F1002670,Audi,A3Sedan,A3,32500
111,19999,2015,25306,Vernon, CT,WAUACGFF8F1009125,Audi,A3Sedan,A3,32500
112,28990,2015,37892,Charlotte, NC,WAU5CLFF5F1057286,Audi,A3Cabriolet,A3,32500
113,8899,2007,81444,Woodland Hills, CA,WAUNF78P97A016052,Audi,A34dr,A3,32500
114,29000,2016,23541,Broomfield, CO,WAUE8GFFXG1040381,Audi,A3Sedan,A3,32500
115,13888,2009,68910,Portland, OR,WAUKF78P89A021510,Audi,A34dr,A3,32500
116,25891,2015,34653,Chicago, IL,WAUEFGFF4F1088575,Audi,A3Sedan,A3,32500
117,19990,2015,31183,Plano, TX,WAUACGFF8F1011649,Audi,A3Sedan,A3,32500
118,21000,2016,31484,Wilmington, NC,WAUA7GFF4G1054519,Audi,A3Sedan,A3,32500
119,19999,2012,14839,East Hanover, NJ,WAUKEAFM0CA122699,Audi,A34dr,A3,32500
120,34735,2017,4651,Highland Park, IL,WAUANAF40HN044937,Audi,A4Premium,A4,37400
121,20800,2012,48366,Warrenville, IL,WAUWFAFL8CA035039,Audi,A44dr,A4,37400
122,17641,2013,75131,Boise, ID,WAUFFAFL6DN003698,Audi,A42.0T,A4,37400
123,20395,2014,24314,Charlotte, NC,WAUAFAFL6EA075844,Audi,A42.0T,A4,37400
124,11000,2009,90625,Marietta, GA,WAUSF78K19A098871,Audi,A44dr,A4,37400
125,15995,2012,64066,South Burlington, VT,WAUFFAFL0CA113605,Audi,A44dr,A4,37400
126,12993,2010,81976,Newtown, PA,WAUHFAFL8AN032933,Audi,A44dr,A4,37400
127,6750,2007,128215,Greenville, WI,WAUKF78E47A024609,Audi,A42007.5,A4,37400
128,4995,2004,104250,Crest hill, IL,WAULC68E34A037502,Audi,A42004,A4,37400
129,14499,2012,45566,Placentia, CA,WAUAFAFL8CA119193,Audi,A44dr,A4,37400
130,24996,2014,35351,Bellevue, WA,WAUFFAFL3EN006883,Audi,A42.0T,A4,37400
131,19290,2014,30397,Irvine, CA,WAUAFAFL0EN037468,Audi,A42.0T,A4,37400
132,23999,2015,11636,Lindon, UT,WAUFFAFL7FN025759,Audi,A42.0T,A4,37400
133,7294,2008,108817,Denver, CO,WAUAF78E28A147628,Audi,A44dr,A4,37400
134,23100,2014,33839,Schenectady, NY,WAUFFAFL8EN044755,Audi,A42.0T,A4,37400
135,9994,2009,95373,Frazer, PA,WAULF78K29A136483,Audi,A44dr,A4,37400
136,9495,2008,88443,Streamwood, IL,WAUEF78E78A162935,Audi,A44dr,A4,37400
137,7999,2007,124294,Tucson, AZ,WAUAF78E07A099142,Audi,A42007.5,A4,37400
138,22513,2014,41973,Tinley Park, IL,WAUBFAFL9EN038395,Audi,A42.0T,A4,37400
139,36991,2017,4809,Beaverton, OR,WAUANAF42HN012426,Audi,A4Premium,A4,37400
140,25795,2014,19718,Mission Viejo, CA,WAULFAFR6EA059270,Audi,A52.0T,A5,44200
141,15988,2011,80204,Garner, NC,WAURFAFR2BA027969,Audi,A52dr,A5,44200
142,26987,2014,40844,Bradenton, FL,WAULFAFR5EA052262,Audi,A52.0T,A5,44200
143,21399,2011,44778,Englewood, CO,WAULFAFR5BA048353,Audi,A52dr,A5,44200
144,18958,2012,65699,Birmingham, AL,WAULFAFRXCA002972,Audi,A52dr,A5,44200
145,15246,2010,96633,Raleigh, NC,WAULFAFH1AN010844,Audi,A52dr,A5,44200
146,29950,2014,29288,St. Louis, MO,WAULFAFH6EN011638,Audi,A52.0T,A5,44200
147,33000,2015,19321,Pembroke Pines, FL,WAUMFAFR9FA025524,Audi,A52.0T,A5,44200
148,15488,2009,71849,Portland, OR,WAUDK78T59A004553,Audi,A52dr,A5,44200
149,12493,2012,121709,Raritan Township, NJ,WAUCFAFR1CA001094,Audi,A52dr,A5,44200
150,15995,2010,56805,Santa Monica, CA,WAUAFAFH6AN015710,Audi,A52dr,A5,44200
151,14999,2011,78100,Ceres, CA,WAUCFAFRXBA006583,Audi,A52dr,A5,44200
152,25990,2015,72627,Canton, MA,WAUMFAFR8FA013753,Audi,A52.0T,A5,44200
153,22400,2012,61367,Medina, MN,WAULFAFH4CN001946,Audi,A52dr,A5,44200
154,27995,2014,37560,Liburn, GA,WAULFAFR3EA067309,Audi,A52.0T,A5,44200
155,12900,2010,115200,Arlington, TX,WAURFAFR0AA040914,Audi,A52dr,A5,44200
156,21500,2014,45683,Marietta, GA,WAUCFAFR0EA047258,Audi,A52.0T,A5,44200
157,15903,2012,76339,Dallas, TX,WAUCFAFR5CA002474,Audi,A52dr,A5,44200
158,53100,2018,1000,Palo Alto, CA,WAUENCF5XJA008188,Audi,A5,A5,44200
159,15998,2011,79641,Lynnwood, WA,WAUCFAFR9BA044595,Audi,A52dr,A5,44200
160,34993,2016,6222,Lindon, UT,WAUHGAFCXGN002936,Audi,A63.0T,A6,58900
161,53991,2017,5133,Seattle, WA,WAUH2AFC0HN076401,Audi,A63.0T,A6,58900
162,35551,2014,35318,Flemington, NJ,WAUHGAFC8EN148314,Audi,A63.0T,A6,58900
163,6000,2006,125264,Salt Lake, UT,WAUKG74F36N033059,Audi,A64dr,A6,58900
164,43000,2016,18493,Palo Alto, CA,WAUFGAFC4GN002082,Audi,A63.0T,A6,58900
165,28800,2014,44776,Sandy, UT,WAUGFAFC9EN124781,Audi,A62.0T,A6,58900
166,19473,2012,55623,Valencia, CA,WAUDFAFC9CN111240,Audi,A64dr,A6,58900
167,28991,2015,43263,Chicago, IL,WAUFGAFC5FN008505,Audi,A63.0T,A6,58900
168,19900,2012,82237,Kearny, NJ,WAUGGAFC9CN148671,Audi,A64dr,A6,58900
169,23888,2013,45652,Carrollton, TX,WAUGFAFC0DN117555,Audi,A62.0T,A6,58900
170,55493,2017,4301,Naples, FL,WAUH2AFC9HN093343,Audi,A63.0T,A6,58900
171,27920,2014,43149,Chicago, IL,WAUGFAFC8EN009959,Audi,A62.0T,A6,58900
172,27991,2016,28969,Costa Mesa, CA,WAUFFAFC7GN116144,Audi,A62.0T,A6,58900
173,29987,2014,83615,Buffalo Grove, IL,WAUFMAFC1EN096797,Audi,A63.0TDI,A6,58900
174,29599,2014,41215,Countryside, IL,WAUFGAFC8EN009551,Audi,A63.0T,A6,58900
175,51902,2017,7443,Dallas, TX,WAUF2AFC4HN078465,Audi,A63.0T,A6,58900
176,49154,2016,15915,Westmont, IL,WAUHGAFC2GN142480,Audi,A63.0T,A6,58900
177,39990,2016,13525,Bellevue, WA,WAUGFAFC4GN077095,Audi,A62.0T,A6,58900
178,46987,2016,8286,Arlington, VA,WAUFGBFC7GN073394,Audi,A63.0T,A6,58900
179,22987,2014,50902,Alpharetta, GA,WAUCFAFC0EN023546,Audi,A62.0T,A6,58900
180,41300,2016,58627,Duluth, GA,WAUWGAFCXGN006282,Audi,A73.0T,A7,68000
181,35995,2014,41252,Manassas, VA,WAUWGAFC2EN023879,Audi,A73.0T,A7,68000
182,32977,2012,37733,Roswell, GA,WAUSGAFC0CN002234,Audi,A74dr,A7,68000
183,34998,2014,52759,Bellflower, CA,WAUWGAFC5EN089200,Audi,A73.0T,A7,68000
184,52800,2016,23687,Westmont, IL,WAU2GAFC8GN007803,Audi,A73.0T,A7,68000
185,28444,2012,77278,Marietta, GA,WAUSGBFC1CN030565,Audi,A74dr,A7,68000
186,32000,2012,70727,Beaverton, OR,WAUSGAFC0CN001648,Audi,A74dr,A7,68000
187,29995,2013,34700,Naugatuck, CT,WAUYGAFC7DN105002,Audi,A73.0T,A7,68000
188,36500,2014,49978,Marietta, GA,WAUWGAFC5EN155423,Audi,A73.0T,A7,68000
189,58995,2016,5107,San Antonio, TX,WAUWGAFC2GN156855,Audi,A73.0T,A7,68000
190,26997,2012,75111,Newport Beach, CA,WAUYGAFC8CN096356,Audi,A74dr,A7,68000
191,33999,2013,54021,Jacksonville, FL,WAU2GAFC4DN131949,Audi,A73.0T,A7,68000
192,58926,2016,8645,Naples, FL,WAU2GAFC7GN070004,Audi,A73.0T,A7,68000
193,45681,2014,19568,Bellevue, WA,WAU2GAFC1EN073347,Audi,A73.0T,A7,68000
194,39873,2014,31826,Martinez, GA,WAUWGAFCXEN131828,Audi,A73.0T,A7,68000
195,26500,2012,72251,Barrington, IL,WAU2GAFC1CN139344,Audi,A74dr,A7,68000
196,37200,2013,27945,Tulsa, OK,WAU3GAFC3DN018191,Audi,A73.0T,A7,68000
197,21625,2012,125819,Mission Viejo, CA,WAUSGAFC9CN017508,Audi,A74dr,A7,68000
198,38930,2015,39322,Buford, GA,WAUWGAFC7FN012104,Audi,A73.0T,A7,68000
199,27777,2012,68013,Hollywood, FL,WAU2GAFCXCN052865,Audi,A74dr,A7,68000
200,18999,2010,69423,Willimantic, CT,WAURVAFA8AN006323,Audi,A8,A8,83800
201,40000,2013,31972,Nashville, TN,WAUA2AFD8DN028309,Audi,A84.0T,A8,83800
202,60977,2017,7437,Sanford, FL,WAU44AFD7HN012826,Audi,A8,A8,83800
203,48999,2015,22859,West Palm Beach, FL,WAU32AFD4FN017688,Audi,A8,A8,83800
204,26990,2012,67151,Marietta, GA,WAUAVAFD5CN006063,Audi,A84dr,A8,83800
205,69990,2017,7929,Flemington, NJ,WAU43AFD5HN009345,Audi,A8,A8,83800
206,5995,2007,138502,Ridgewood, NY,WAUMV44E47N014087,Audi,A8,A8,83800
207,9495,2006,104610,Stafford, VA,WAULL44EX6N014787,Audi,A84dr,A8,83800
208,35396,2013,54744,Pensacola, FL,WAURGAFDXDN012522,Audi,A8,A8,83800
209,53549,2015,35795,Carrolton, TX,WAU32AFD2FN014854,Audi,A8,A8,83800
210,29995,2014,84521,Winchester, VA,WAUAGAFD5EN007548,Audi,A83.0T,A8,83800
211,11995,2005,118259,Shrewsbury, MA,WAULL44EX5N014268,Audi,A84dr,A8,83800
212,29292,2012,79299,Frederick, MD,WAURVAFD0CN025669,Audi,A8,A8,83800
213,2995,2004,224948,Phoenix, AZ,WAUML44E54N006226,Audi,A8,A8,83800
214,36998,2013,40689,Webster, TX,WAURGAFD9DN009837,Audi,A8,A8,83800
215,12990,2007,73485,Tuscon, AZ,WAUMV44EX7N017351,Audi,A8,A8,83800
216,39994,2014,27028,Pelham, AL,WAURGAFD5EN009691,Audi,A8,A8,83800
217,34695,2014,45361,Selma, TX,WAUAGAFD0EN005660,Audi,A83.0T,A8,83800
218,11990,2007,131449,Indianapolis, IN,WAULV44E27N018618,Audi,A84dr,A8,83800
219,30739,2013,57041,Miami Gardens, FL,WAURGAFD8DN026435,Audi,A8,A8,83800
220,77495,2011,53460,Manassas, VA,WUASUAFG2BN002266,Audi,R82dr,R8,NaN
221,84721,2009,18875,Rochester, NY,WUAAU34259N002576,Audi,R82dr,R8,NaN
222,119950,2014,6838,Westmont, IL,WUAKNAFG9EN002024,Audi,R85.2FSI,R8,NaN
223,97488,2012,29834,Newton, MA,WUAENAFG6CN000788,Audi,R82dr,R8,NaN
224,91902,2015,18010,Pembroke Pines, FL,WUAAUAFGXF7001565,Audi,R84.2FSI,R8,NaN
225,90999,2012,11460,Marrieta, GA,WUAENAFG6CN002668,Audi,R82dr,R8,NaN
226,86995,2012,11600,Naugatuck, CT,WUAVNAFG4CN003043,Audi,R82dr,R8,NaN
227,128500,2014,9104,Knoxville, TN,WUAKNAFG3EN002309,Audi,R85.2FSI,R8,NaN
228,121980,2014,11868,Lewisville, TX,WUAENAFG9EN000187,Audi,R85.2FSI,R8,NaN
229,193991,2017,229,Stuart, FL,WUAKBAFX8H7902205,Audi,R8,R8,NaN
230,94991,2012,38019,Seattle, WA,WUAGNAFG8CN003023,Audi,R82dr,R8,NaN
231,139995,2015,7575,DAVENPORT, IA,WUAANAFG8F7001965,Audi,R8Auto,R8,NaN
232,129991,2014,1749,Stuart, FL,WUAANAFG5EN001738,Audi,R85.2FSI,R8,NaN
233,97990,2014,7889,Marietta, GA,WUAAUAFGXEN002385,Audi,R84.2FSI,R8,NaN
234,158991,2017,4160,Stuart, FL,WUAEAAFX1H7903017,Audi,R8,R8,NaN
235,69997,2009,33707,Upper Saddle River, NJ,WUAAU34259N000892,Audi,R82dr,R8,NaN
236,121377,2015,12411,Merriam, KS,WUAENAFG5FN000673,Audi,R85.2FSI,R8,NaN
237,149995,2017,2654,Newtown Square, PA,WUAEAAFX8H7901376,Audi,R8,R8,NaN
238,94950,2010,14619,Norco, CA,WUADNAFG5AN002444,Audi,R82dr,R8,NaN
239,99995,2011,12975,San Antonio, TX,WUAVNAFG6BN002619,Audi,R82dr,R8,NaN
240,38500,2016,6394,Pensacola, FL,TRUC5AFV3G1029851,Audi,TTCoupe,TT,44900
241,13900,2008,62196,Chehalis, WA,TRUAF38J081034503,Audi,TT2dr,TT,44900
242,38250,2016,9582,Louisville, KY,TRUC5AFV5G1029012,Audi,TTCoupe,TT,44900
243,39788,2016,11478,Madison, TN,TRUC1AFVXG1017546,Audi,TTSS,TT,44900
244,19325,2012,75233,St. Louis, MO,TRUBFAFK1C1006982,Audi,TT2dr,TT,44900
245,7980,2004,105539,Royal Oak, MI,TRUWT28NX41016435,Audi,TT2dr,TT,44900
246,27900,2014,40368,Portland, OR,TRUB1AFK3E1001946,Audi,TTSCoupe,TT,44900
247,24270,2014,59702,Downingtown, PA,TRUSFAFK7E1000302,Audi,TTRoadster,TT,44900
248,28492,2011,49383,Lakewood, CO,TRUK1AFK8B1004207,Audi,TTS2dr,TT,44900
249,9995,2008,91845,Hayward, CA,TRUAF38J281002717,Audi,TT2dr,TT,44900
250,11479,2008,86152,Peoria, AZ,TRUAF38J981002620,Audi,TT2dr,TT,44900
251,29000,2015,18935,Columbus, OH,TRUBFAFK1F1000975,Audi,TTCoupe,TT,44900
252,20995,2014,80547,Rahway, NJ,TRUBFAFKXE1005297,Audi,TTCoupe,TT,44900
253,29988,2013,9886,Encino, CA,TRUBFAFK0D1012953,Audi,TTCoupe,TT,44900
254,36991,2016,11084,Lafayette, LA,TRUC5AFV2G1008909,Audi,TTCoupe,TT,44900
255,12998,2008,89108,Lynnwood, WA,TRUMF38J281011480,Audi,TT2dr,TT,44900
256,11310,2005,69406,St. George, UT,TRUUF28NX51010442,Audi,TT2dr,TT,44900
257,13998,2010,108992,Mount Laurel, NJ,TRUFFAFK8A1017833,Audi,TT2dr,TT,44900
258,17900,2009,80966,Lynnwood, WA,TRUXF38J391005086,Audi,TT2dr,TT,44900
259,7995,2005,92129,Virginia Beach, VA,TRUTC28N951006872,Audi,TT2dr,TT,44900
260,18990,2014,27101,Minnetonka, MN,WBY1Z4C59EV274217,BMW,i3Hatchback,i3,44450
261,22754,2015,23595,Fremont, CA,WBY1Z4C53FV501371,BMW,i3Hatchback,i3,44450
262,15988,2014,17962,Richmond, VA,WBY1Z2C52EV284933,BMW,i3Hatchback,i3,44450
263,14999,2014,23102,West Palm Beach, FL,WBY1Z4C54EV273024,BMW,i3Hatchback,i3,44450
264,19860,2015,23525,Newport Beach, CA,WBY1Z4C59FV500385,BMW,i3Hatchback,i3,44450
265,16595,2014,13419,Stafford, VA,WBY1Z2C56EV286040,BMW,i3Hatchback,i3,44450
266,19482,2014,24699,Mountain View, CA,WBY1Z4C54EV277445,BMW,i3Hatchback,i3,44450
267,22888,2014,12914,Seattle, WA,WBY1Z4C53EV274956,BMW,i3Hatchback,i3,44450
268,16999,2014,18125,Miami, FL,WBY1Z2C52EVX51851,BMW,i3Hatchback,i3,44450
269,22375,2015,9110,Camarillo, CA,WBY1Z2C51FV287050,BMW,i3Hatchback,i3,44450
270,22900,2015,15508,Gaithersburg, MD,WBY1Z4C5XFV502484,BMW,i3Hatchback,i3,44450
271,20999,2014,12394,Marietta, GA,WBY1Z4C53EV277775,BMW,i3Hatchback,i3,44450
272,21916,2015,24675,Pleasanton, CA,WBY1Z4C59FV278642,BMW,i3Hatchback,i3,44450
273,21995,2015,19728,Seattle, WA,WBY1Z2C52FV287137,BMW,i3Hatchback,i3,44450
274,15995,2014,23370,San Luis Obispo, CA,WBY1Z4C59EV277294,BMW,i3Hatchback,i3,44450
275,22680,2015,11396,Houston, TX,WBY1Z2C51FV287467,BMW,i3Hatchback,i3,44450
276,18900,2015,16002,Costa Mesa, CA,WBY1Z4C52FV277929,BMW,i3Hatchback,i3,44450
277,16950,2014,22910,Hillsboro, OR,WBY1Z2C50EVX51654,BMW,i3Hatchback,i3,44450
278,23991,2015,18412,Portland, OR,WBY1Z2C54FV287477,BMW,i3Hatchback,i3,44450
279,16777,2014,25975,Salem, OR,WBY1Z2C5XEV285103,BMW,i3Hatchback,i3,44450
